Word:  nmf.py , Score:  0.413031674251 , List:  2 , Reps:  19
Word:  sklearn.mixture.gmm , Score:  0.0268559774111 , List:  3 , Reps:  16
Word:  clf.support_vectors , Score:  0.026787610416 , List:  4 , Reps:  9
Word:  sklearn.metrics.adjusted_rand_score , Score:  0.0267860256261 , List:  1 , Reps:  2
Word:  sklearn.linear_model.lars_path , Score:  0.0265481562159 , List:  2 , Reps:  3
Word:  sklearn.naive_bayes.bernoullinb , Score:  0.026409137214 , List:  2 , Reps:  10
Word:  sklearn.semi_supervised.labelspreading , Score:  0.0262894843737 , List:  2 , Reps:  9
Word:  sklearn.preprocessing.binarizer , Score:  0.0261631286475 , List:  3 , Reps:  9
Word:  plot_lena_ward_segmentation.py , Score:  0.0261393225151 , List:  1 , Reps:  1
Word:  self.covariance , Score:  0.0259101648373 , List:  30 , Reps:  30
Word:  metrics.pairwise.pairwise_kernels , Score:  0.02588286274 , List:  3 , Reps:  3
Word:  w.j , Score:  0.0258101812668 , List:  2 , Reps:  2
Word:  m.d , Score:  0.0258101812668 , List:  2 , Reps:  2
Word:  h.p , Score:  0.0258101812668 , List:  2 , Reps:  2
Word:  t.j , Score:  0.0258101812668 , List:  2 , Reps:  2
Word:  r.j , Score:  0.0258101812668 , List:  2 , Reps:  2
Word:  citeseerx.ist.psu.edu , Score:  0.0258064425514 , List:  4 , Reps:  4
Word:  sklearn.feature_selection.selectpercentile , Score:  0.0257990188452 , List:  2 , Reps:  10
Word:  sklearn.feature_extraction.text.countvectorizer , Score:  0.0257675008744 , List:  2 , Reps:  15
Word:  rics.pairwise.pairwise_distances , Score:  0.0257180741972 , List:  2 , Reps:  2
Word:  sklearn.feature_selection.selectfdr , Score:  0.0256677787627 , List:  2 , Reps:  10
Word:  sklearn.fastica , Score:  0.0256597019185 , List:  1 , Reps:  1
Word:  linear_model.lars_path , Score:  0.0256200012166 , List:  5 , Reps:  5
Word:  sklearn.metrics.pairwise.pairwise_kernels , Score:  0.0255037158886 , List:  1 , Reps:  2
Word:  sklearn.pairwise.polynomial_kernel , Score:  0.0255037158886 , List:  1 , Reps:  2
Word:  x.t , Score:  0.0253890717974 , List:  16 , Reps:  19
Word:  sklearn.linear_model.sparse.sgdregressor , Score:  0.0252950702516 , List:  2 , Reps:  12
Word:  rfecv.cv_scores , Score:  0.0252923060358 , List:  1 , Reps:  2
Word:  sklearn.linear_model.orthogonal_mp , Score:  0.0252638370357 , List:  2 , Reps:  3
Word:  plot_classification_probability.py , Score:  0.0251219237346 , List:  1 , Reps:  1
Word:  c.d , Score:  0.0249246569638 , List:  3 , Reps:  3
Word:  sklearn.linear_model.larscv , Score:  0.0247609416145 , List:  3 , Reps:  11
Word:  plot_species_distribution_modeling.py , Score:  0.024751393886 , List:  1 , Reps:  1
Word:  15.32s , Score:  0.024751393886 , List:  1 , Reps:  1
Word:  sklearn.metrics.precision_recall_fscore_support , Score:  0.0247149411704 , List:  1 , Reps:  2
Word:  feature_extraction.text.countvectorizer , Score:  0.0243209348619 , List:  1 , Reps:  1
Word:  feature_extraction.text.tfidftransformer , Score:  0.0243209348619 , List:  1 , Reps:  1
Word:  np.asanyarray , Score:  0.0243209348619 , List:  1 , Reps:  1
Word:  feature_extraction.text.tfidfvectorizer , Score:  0.0243209348619 , List:  1 , Reps:  1
Word:  sklearn.linear_model.sparse.elasticnet , Score:  0.0243009780601 , List:  2 , Reps:  9
Word:  sklearn.cross_validation.cross_val_score , Score:  0.0242447425985 , List:  2 , Reps:  3
Word:  sklearn.covariance.shrunkcovariance , Score:  0.0241476295196 , List:  2 , Reps:  9
Word:  sklearn.cluster.ward , Score:  0.0240701483097 , List:  2 , Reps:  6
Word:  sklearn.decomposition.probabilisticpca , Score:  0.0240627923613 , List:  2 , Reps:  10
Word:  sklearn.feature_selection.selectfpr , Score:  0.0237308095257 , List:  2 , Reps:  10
Word:  numpy.oat , Score:  0.0237034047029 , List:  3 , Reps:  3
Word:  model.components , Score:  0.0236160538101 , List:  2 , Reps:  4
Word:  sklearn.svm.nusvr , Score:  0.0235869788846 , List:  2 , Reps:  11
Word:  bic.max , Score:  0.0235327213295 , List:  1 , Reps:  3
Word:  sklearn.feature_selection.f_regression , Score:  0.0235034244464 , List:  1 , Reps:  2
Word:  sklearn.feature_selection.f_classif , Score:  0.0235034244464 , List:  1 , Reps:  2
Word:  pl.semilogx , Score:  0.0235015735772 , List:  3 , Reps:  8
Word:  s.m , Score:  0.0234377724228 , List:  1 , Reps:  1
Word:  fseoane.net , Score:  0.0233724861486 , List:  1 , Reps:  1
Word:  sklearn.metrics.precision_score , Score:  0.023307562576 , List:  1 , Reps:  2
Word:  sklearn.metrics.auc , Score:  0.023307562576 , List:  1 , Reps:  2
Word:  rics.pairwise.calculate_distance , Score:  0.0230812373286 , List:  2 , Reps:  2
Word:  grid_search.gridsearchcv , Score:  0.0229406875148 , List:  4 , Reps:  5
Word:  sklearn.linear_model.sgdclassifiersgdclassier , Score:  0.0229254713862 , List:  1 , Reps:  1
Word:  sklearn.pls.plsregression , Score:  0.0227145791623 , List:  2 , Reps:  7
Word:  sklearn.neighbors.kneighbors_graph , Score:  0.0226890487526 , List:  2 , Reps:  3
Word:  numpy.ndarray , Score:  0.0226051426814 , List:  5 , Reps:  8
Word:  sklearn.hmm.multinomialhmm , Score:  0.0226036141027 , List:  2 , Reps:  17
Word:  sklearn.feature_extraction.image.patchextractor , Score:  0.0225075557162 , List:  2 , Reps:  7
Word:  sklearn.feature_extraction.dictvectorizer , Score:  0.0224953844819 , List:  2 , Reps:  11
Word:  sklearn.linear_model.lassocv , Score:  0.0224840305257 , List:  3 , Reps:  12
Word:  coder.transform , Score:  0.0224651205552 , List:  1 , Reps:  2
Word:  dace.pdf , Score:  0.0224350869716 , List:  1 , Reps:  1
Word:  www.jstor.org , Score:  0.0224350869716 , List:  1 , Reps:  1
Word:  www2.imm.dtu.dk , Score:  0.0224350869716 , List:  1 , Reps:  1
Word:  0.2f , Score:  0.0223792046777 , List:  4 , Reps:  7
Word:  model.alpha , Score:  0.022359082711 , List:  3 , Reps:  8
Word:  mldata.org , Score:  0.0223482279233 , List:  4 , Reps:  7
Word:  sklearn.lda.lda , Score:  0.0220988733485 , List:  4 , Reps:  15
Word:  sklearn.manifold.isomap , Score:  0.022049535005 , List:  3 , Reps:  10
Word:  sklearn.datasets.fetch_20newsgroups_vectorized , Score:  0.0220288452367 , List:  4 , Reps:  5
Word:  sklearn.svm.linearsvc , Score:  0.0218704798911 , List:  3 , Reps:  12
Word:  svm.l1_min_c , Score:  0.0217574256519 , List:  2 , Reps:  2
Word:  sklearn.covariance.ledoitwolf , Score:  0.0217387539716 , List:  2 , Reps:  9
Word:  np.reshape , Score:  0.0217379844279 , List:  5 , Reps:  10
Word:  np.atleast_2d , Score:  0.0217188911937 , List:  4 , Reps:  8
Word:  sklearn.kernel_approximation.additivechi2sampler , Score:  0.0216720374689 , List:  2 , Reps:  8
Word:  scipy.spatial.distance , Score:  0.0215770614317 , List:  4 , Reps:  5
Word:  algorithm.fit , Score:  0.0215269392093 , List:  1 , Reps:  3
Word:  sklearn.metrics.completeness_score , Score:  0.0215146731471 , List:  1 , Reps:  2
Word:  sklearn.linear_model.ridgeclassifier , Score:  0.0215053014974 , List:  2 , Reps:  2
Word:  linear_model.sparse.sgdregressor , Score:  0.0214596484076 , List:  1 , Reps:  1
Word:  linear_model.sparse.sgdclassifier , Score:  0.0214596484076 , List:  1 , Reps:  1
Word:  sklearn.covariance.graphlassocv , Score:  0.0214196314674 , List:  2 , Reps:  8
Word:  fabian.pedregosa , Score:  0.0213716064294 , List:  5 , Reps:  6
Word:  sklearn.linear_model.lassolarscv , Score:  0.0213475926043 , List:  3 , Reps:  11
Word:  svc.fit , Score:  0.0212827361748 , List:  2 , Reps:  4
Word:  scaler.fit_transform , Score:  0.0212077179656 , List:  2 , Reps:  2
Word:  estimor.fit , Score:  0.0211886932509 , List:  1 , Reps:  1
Word:  estimator.predict , Score:  0.0211886932509 , List:  1 , Reps:  1
Word:  covariance.ellipticenvelope , Score:  0.0211830304157 , List:  7 , Reps:  7
Word:  score_func.__name , Score:  0.0211286686241 , List:  1 , Reps:  4
Word:  binarizer.transform , Score:  0.0210822174054 , List:  1 , Reps:  2
Word:  packages.python.org , Score:  0.0210822174054 , List:  1 , Reps:  1
Word:  lda.lda.fit , Score:  0.0209768063184 , List:  1 , Reps:  1
Word:  lda.lda.predict , Score:  0.0209768063184 , List:  1 , Reps:  1
Word:  lda.lda.transform , Score:  0.0209768063184 , List:  1 , Reps:  1
Word:  fetch_lfw_pairs.__doc , Score:  0.0209768063184 , List:  1 , Reps:  1
Word:  extmath.randomized_svd , Score:  0.0209551432744 , List:  2 , Reps:  2
Word:  sklearn.linear_model.sgdclassier , Score:  0.0208110289347 , List:  3 , Reps:  14
Word:  sklearn.metrics.pairwise.pairwise_distances , Score:  0.0207381920257 , List:  6 , Reps:  7
Word:  balltree.query , Score:  0.0207105156767 , List:  2 , Reps:  2
Word:  sklearn.mixture.dpgmm , Score:  0.0206926588648 , List:  2 , Reps:  16
Word:  metrics.homogeneity_completeness_v_measure , Score:  0.0206903193494 , List:  2 , Reps:  3
Word:  sklearn.cluster.kmeans , Score:  0.0206541851684 , List:  2 , Reps:  10
Word:  neigh.kneighbors , Score:  0.0205556323996 , List:  4 , Reps:  7
Word:  scipy.sparse.csr_matrix , Score:  0.0204264278089 , List:  10 , Reps:  10
Word:  sklearn.preprocessing.labelbinarizer , Score:  0.0203546191934 , List:  2 , Reps:  9
Word:  sklearn.hmm , Score:  0.0203340447817 , List:  8 , Reps:  16
Word:  svm.nusvr , Score:  0.0202674457183 , List:  1 , Reps:  1
Word:  metrics.completeness_score , Score:  0.0202198601042 , List:  6 , Reps:  6
Word:  sklearn.cluster.estimate_bandwidth , Score:  0.0201216367563 , List:  1 , Reps:  2
Word:  sklearn.metrics.v_measure_score , Score:  0.01996602624 , List:  1 , Reps:  2
Word:  sklearn.ensemble.gradientboostingclassifier , Score:  0.0199440650054 , List:  2 , Reps:  2
Word:  sklearn.linear_model.randomizedlasso , Score:  0.0199019408224 , List:  2 , Reps:  10
Word:  ensemble.gradientboostingregressor , Score:  0.0198907015216 , List:  3 , Reps:  3
Word:  g.fit , Score:  0.0198245068573 , List:  1 , Reps:  2
Word:  g.weights , Score:  0.0198245068573 , List:  1 , Reps:  2
Word:  sklearn.feature_extraction.image , Score:  0.0198236645295 , List:  7 , Reps:  15
Word:  sklearn.tree.decisiontreeclassier , Score:  0.0197814897053 , List:  2 , Reps:  11
Word:  regr.score , Score:  0.0197352311515 , List:  2 , Reps:  2
Word:  tree.decisiontreeclassifier , Score:  0.0195656995438 , List:  3 , Reps:  4
Word:  sklearn.linear_model.sgdregressor , Score:  0.019555286046 , List:  3 , Reps:  13
Word:  mixture.vbgmm , Score:  0.0195548220673 , List:  2 , Reps:  2
Word:  sklearn.covariance.mincovdet , Score:  0.0195500856372 , List:  2 , Reps:  11
Word:  sklearn.metrics.homogeneity_completeness_v_measure , Score:  0.0195360245107 , List:  1 , Reps:  2
Word:  plsca.transform , Score:  0.0195144156512 , List:  2 , Reps:  5
Word:  digits.images.shape , Score:  0.0195019698486 , List:  1 , Reps:  2
Word:  plot_ica_vs_pca.py , Score:  0.0194680337062 , List:  1 , Reps:  1
Word:  rng.standard_t , Score:  0.0194680337062 , List:  1 , Reps:  1
Word:  scores.mean , Score:  0.0194017229025 , List:  5 , Reps:  5
Word:  metrics.adjusted_mutual_info_score , Score:  0.0193097994107 , List:  8 , Reps:  10
Word:  plot_lasso_coordinate_descent_path.py , Score:  0.0192324407582 , List:  6 , Reps:  6
Word:  patches.shape , Score:  0.0191542032144 , List:  2 , Reps:  4
Word:  legend2.keys , Score:  0.0190313767002 , List:  1 , Reps:  3
Word:  legend1.values , Score:  0.0190313767002 , List:  1 , Reps:  3
Word:  legend1.keys , Score:  0.0190313767002 , List:  1 , Reps:  3
Word:  legend2.values , Score:  0.0190313767002 , List:  1 , Reps:  3
Word:  joblib.memory , Score:  0.0189444912629 , List:  3 , Reps:  3
Word:  www.stat.berkeley.edu , Score:  0.0188655887539 , List:  2 , Reps:  2
Word:  cc_home.htm , Score:  0.0188655887539 , List:  2 , Reps:  2
Word:  sklearn.metrics.precision_recall_curve , Score:  0.0187816956404 , List:  1 , Reps:  2
Word:  dataset.images , Score:  0.0187397488048 , List:  1 , Reps:  2
Word:  sklearn.linear_model.lasso , Score:  0.0186716535987 , List:  3 , Reps:  10
Word:  sklearn.feature_extraction.text , Score:  0.0186556162119 , List:  7 , Reps:  18
Word:  sklearn.hmm.gmmhmm , Score:  0.0185732851042 , List:  2 , Reps:  17
Word:  mtrand.randomstate , Score:  0.0184411484118 , List:  1 , Reps:  1
Word:  sklearn.features.text , Score:  0.0183604431671 , List:  1 , Reps:  1
Word:  train_dataset.txt , Score:  0.0183595289512 , List:  2 , Reps:  2
Word:  metrics.recall_score , Score:  0.0183480737239 , List:  2 , Reps:  2
Word:  metrics.precision_score , Score:  0.0183480737239 , List:  2 , Reps:  2
Word:  pl.cm.rdbu_r , Score:  0.0183355853876 , List:  2 , Reps:  5
Word:  scipy.spatial.ckdtree , Score:  0.0183167562892 , List:  7 , Reps:  7
Word:  sklearn.datasets.load_20newsgroups , Score:  0.0183003762865 , List:  1 , Reps:  2
Word:  sklearn.linear_model.randomizedlogisticregression , Score:  0.0182928615164 , List:  2 , Reps:  10
Word:  iris.feature_names , Score:  0.018191268352 , List:  1 , Reps:  2
Word:  clf.transform , Score:  0.0181225108582 , List:  1 , Reps:  1
Word:  tempfile.temporaryfile , Score:  0.0180058423334 , List:  1 , Reps:  1
Word:  out_file.close , Score:  0.0180058423334 , List:  1 , Reps:  1
Word:  numpy.random.normal , Score:  0.0179672859258 , List:  1 , Reps:  1
Word:  x.dtype , Score:  0.0179672859258 , List:  1 , Reps:  1
Word:  sklearn.pairwise.distance_metrics , Score:  0.0178906663696 , List:  1 , Reps:  1
Word:  sklearn.grid_search.itergrid , Score:  0.0178693760551 , List:  2 , Reps:  3
Word:  sklearn.svm.sparse , Score:  0.0178235282434 , List:  2 , Reps:  2
Word:  clf.reconstruction_error , Score:  0.0178123338779 , List:  1 , Reps:  4
Word:  multilabel.html , Score:  0.0177769545071 , List:  1 , Reps:  1
Word:  sklearn.svm.svc , Score:  0.0177622762747 , List:  5 , Reps:  14
Word:  sklearn.pipeline , Score:  0.0176899820868 , List:  11 , Reps:  15
Word:  sklearn.decomposition.sparsecoder , Score:  0.0176838721206 , List:  3 , Reps:  9
Word:  manifold.locally_linear_embedding , Score:  0.0176163754638 , List:  2 , Reps:  2
Word:  sklearn.semi_supervised.labelpropagation , Score:  0.0175291424538 , List:  2 , Reps:  9
Word:  sklearn.metrics.silhouette_score , Score:  0.0175079834834 , List:  3 , Reps:  4
Word:  sklearn.gaussian_process , Score:  0.0174789257109 , List:  8 , Reps:  13
Word:  sklearn.linear_model.lassolars , Score:  0.0174560893593 , List:  2 , Reps:  9
Word:  27.920s , Score:  0.0174081380236 , List:  1 , Reps:  1
Word:  random_state.randint , Score:  0.0174081380236 , List:  1 , Reps:  1
Word:  data.images , Score:  0.0173810927548 , List:  1 , Reps:  2
Word:  i.i.d , Score:  0.0173683148044 , List:  4 , Reps:  4
Word:  svm.oneclasssvm , Score:  0.0172608250453 , List:  12 , Reps:  12
Word:  sklearn.feature_selection.selectfwe , Score:  0.0172287258592 , List:  2 , Reps:  10
Word:  sklearn.linear_model.lassolarsic , Score:  0.0172172613968 , List:  3 , Reps:  11
Word:  np.asarray , Score:  0.0172138941686 , List:  4 , Reps:  5
Word:  scipy.sparse , Score:  0.0171660730955 , List:  45 , Reps:  52
Word:  sklearn.linear_model.lasso_path , Score:  0.0170716633314 , List:  1 , Reps:  2
Word:  x.__init , Score:  0.016938961016 , List:  3 , Reps:  3
Word:  metrics.adjusted_rand_score , Score:  0.0169003597734 , List:  9 , Reps:  11
Word:  np.logaddexp.reduce , Score:  0.0168827415037 , List:  1 , Reps:  1
Word:  scipy.maxentropy.logsumexp , Score:  0.0168827415037 , List:  1 , Reps:  1
Word:  extmath.logsumexp , Score:  0.0168827415037 , List:  1 , Reps:  1
Word:  scipy.misc.logsumexp , Score:  0.0168827415037 , List:  1 , Reps:  1
Word:  china.jpg , Score:  0.0167909326835 , List:  2 , Reps:  3
Word:  sklearn.linear_model.ardregression , Score:  0.0167495847653 , List:  2 , Reps:  9
Word:  pypi.python.org , Score:  0.0167479491564 , List:  1 , Reps:  1
Word:  w.t , Score:  0.0167446067541 , List:  3 , Reps:  5
Word:  sklearn.decomposition.sparse_encode , Score:  0.0166874761968 , List:  9 , Reps:  10
Word:  pairwise.pairwise_kernel_functions , Score:  0.0166482589829 , List:  1 , Reps:  1
Word:  extmath.randomized_range_finder , Score:  0.0165497485747 , List:  1 , Reps:  1
Word:  random_state.rand , Score:  0.0165497485747 , List:  1 , Reps:  1
Word:  clf.fit_transform , Score:  0.0164831558921 , List:  2 , Reps:  5
Word:  1.32806997e , Score:  0.0164830307212 , List:  2 , Reps:  2
Word:  line_profiler.magic_lprun , Score:  0.0164604659683 , List:  1 , Reps:  2
Word:  fig.add_subplot , Score:  0.0164461318593 , List:  5 , Reps:  12
Word:  50.56s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  0.27s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  6.15s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  9.46s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  9.67s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  www.eecs.tufts.edu , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  fastkmeans.pdf , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  0.97s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  0.19s , Score:  0.0164202006406 , List:  1 , Reps:  1
Word:  ax.set_color_cycle , Score:  0.016378079358 , List:  2 , Reps:  4
Word:  hmm.gmmhmm , Score:  0.0162926576011 , List:  2 , Reps:  2
Word:  hmm.multinomialhmm , Score:  0.0162926576011 , List:  2 , Reps:  2
Word:  sklearn.preprocessing.scaler , Score:  0.0162387218364 , List:  6 , Reps:  13
Word:  setup.py , Score:  0.0161783752711 , List:  4 , Reps:  5
Word:  data.coverages , Score:  0.0161053403718 , List:  2 , Reps:  4
Word:  sklearn.grid_search.gridsearchcv , Score:  0.0160356723493 , List:  3 , Reps:  9
Word:  plt.figure , Score:  0.0159956402428 , List:  2 , Reps:  5
Word:  ing.estimate_bandwidth , Score:  0.0159823286235 , List:  1 , Reps:  1
Word:  ing.get_bin_seeds , Score:  0.0159823286235 , List:  1 , Reps:  1
Word:  sklearn.decomposition.minibatchdictionarylearning , Score:  0.0159052256164 , List:  2 , Reps:  9
Word:  sgdclassifier.fit , Score:  0.0158315519384 , List:  1 , Reps:  1
Word:  np.random , Score:  0.0157861287848 , List:  29 , Reps:  29
Word:  pca.explained_variance_ratio , Score:  0.0157261434108 , List:  4 , Reps:  4
Word:  sklean.semi_supervised , Score:  0.0156835935091 , List:  1 , Reps:  1
Word:  qda.qda , Score:  0.0156765709833 , List:  2 , Reps:  2
Word:  sklearn.cluster.spectral.spectral_embedding , Score:  0.0156543330734 , List:  1 , Reps:  1
Word:  graph.graph_laplacian , Score:  0.0156543330734 , List:  1 , Reps:  1
Word:  graph_shortest_path.graph_shortest_path , Score:  0.0156543330734 , List:  1 , Reps:  1
Word:  sklearn.cluster.affinitypropagation , Score:  0.0156251816152 , List:  1 , Reps:  1
Word:  scaler.transform , Score:  0.0155513475726 , List:  4 , Reps:  5
Word:  sklearn.cross_validation.stratifiedshufflesplit , Score:  0.0155330348226 , List:  2 , Reps:  2
Word:  preprocessing.binarize , Score:  0.0154810378734 , List:  1 , Reps:  1
Word:  sklearn.decomposition.randomizedpca , Score:  0.0154538004584 , List:  4 , Reps:  11
Word:  sklearn.linear_model.elasticnet , Score:  0.015442797685 , List:  2 , Reps:  9
Word:  sklearn.externals.joblib , Score:  0.0154197450451 , List:  3 , Reps:  3
Word:  sklearn.linear_model.ridgeclassifiercv , Score:  0.0154124859253 , List:  2 , Reps:  2
Word:  test_dataset.txt , Score:  0.0153914447024 , List:  2 , Reps:  2
Word:  np.array , Score:  0.0152778137673 , List:  60 , Reps:  122
Word:  pl.cm.jet , Score:  0.0152607129581 , List:  2 , Reps:  4
Word:  kernel_approximation.rbfsampler , Score:  0.015228171556 , List:  1 , Reps:  1
Word:  kernel_approximation.additivechi2sampler , Score:  0.015228171556 , List:  1 , Reps:  1
Word:  kernel_approximation.skewedchi2sampler , Score:  0.015228171556 , List:  1 , Reps:  1
Word:  np.log , Score:  0.0152028687562 , List:  7 , Reps:  13
Word:  sklearn.ensemble.gradientboostingclassier , Score:  0.0152002485751 , List:  3 , Reps:  11
Word:  neighbors.balltree , Score:  0.0151184189682 , List:  1 , Reps:  1
Word:  neighbors.radiusneighborsclassifier , Score:  0.0151184189682 , List:  1 , Reps:  1
Word:  neighbors.radiusneighborsregressor , Score:  0.0151184189682 , List:  1 , Reps:  1
Word:  neighbors.nearestcentroid , Score:  0.0151184189682 , List:  1 , Reps:  1
Word:  libsvm_helper.c , Score:  0.0150912275672 , List:  1 , Reps:  1
Word:  sklearn.svm.predict , Score:  0.0150912275672 , List:  1 , Reps:  1
Word:  ax.yaxis.set_major_formatter , Score:  0.015084444993 , List:  1 , Reps:  2
Word:  sklearn.feature_selection.rfe , Score:  0.0150725530994 , List:  2 , Reps:  9
Word:  np.random.rand , Score:  0.0150675564883 , List:  3 , Reps:  5
Word:  sklearn.cross_validation.shufflesplit , Score:  0.0150263725548 , List:  3 , Reps:  3
Word:  sklearn.decomposition.dictionarylearning , Score:  0.0149911742064 , List:  2 , Reps:  8
Word:  sklearn.datasets.make_classication , Score:  0.0149035924109 , List:  1 , Reps:  1
Word:  sklearn.datasets.make_classification , Score:  0.0149035924109 , List:  1 , Reps:  1
Word:  sklearn.utils.extmath.randomized_svd , Score:  0.0149035924109 , List:  1 , Reps:  1
Word:  sklearn.datasets.dump_svmlight_file , Score:  0.0149035924109 , List:  1 , Reps:  1
Word:  sklearn.utils.extmath.fast_svd , Score:  0.0149035924109 , List:  1 , Reps:  1
Word:  linalg.inv , Score:  0.0147375114226 , List:  2 , Reps:  4
Word:  y_true.mean , Score:  0.0147103909011 , List:  41 , Reps:  41
Word:  covariance.empiricalcovariance , Score:  0.0146994506554 , List:  2 , Reps:  2
Word:  metrics.mean_squared_error , Score:  0.014694785512 , List:  1 , Reps:  1
Word:  metrics.r2_score , Score:  0.014694785512 , List:  1 , Reps:  1
Word:  pca.t , Score:  0.0146829459403 , List:  2 , Reps:  2
Word:  scores.index , Score:  0.01456722661 , List:  1 , Reps:  1
Word:  regr.alpha , Score:  0.01456722661 , List:  1 , Reps:  1
Word:  scipy.sparse.linalg.cg , Score:  0.0145669065618 , List:  2 , Reps:  2
Word:  scipy.linalg.solve , Score:  0.0145669065618 , List:  2 , Reps:  2
Word:  scipy.sparse.coo.coo_matrix , Score:  0.0144394864602 , List:  2 , Reps:  2
Word:  my_test_script.py , Score:  0.0143431154314 , List:  1 , Reps:  1
Word:  tree.decisiontreeregressor , Score:  0.0143200619113 , List:  2 , Reps:  2
Word:  ball_tree_copy.query , Score:  0.0143186391252 , List:  1 , Reps:  1
Word:  n.nij , Score:  0.0142942462136 , List:  1 , Reps:  1
Word:  9868.2010.00740.x , Score:  0.0142871663634 , List:  2 , Reps:  2
Word:  data.test , Score:  0.0142820808976 , List:  1 , Reps:  2
Word:  data.train , Score:  0.0142820808976 , List:  1 , Reps:  2
Word:  np.random.normal , Score:  0.0142709248427 , List:  15 , Reps:  29
Word:  webchat.freenode.net , Score:  0.014269936271 , List:  1 , Reps:  1
Word:  irc.freenode.net , Score:  0.014269936271 , List:  1 , Reps:  1
Word:  regr.predict , Score:  0.0142350023057 , List:  4 , Reps:  5
Word:  sklearn.pipeline.pipeline , Score:  0.0142173819052 , List:  8 , Reps:  17
Word:  scipy.spatial.distance.pdist , Score:  0.0141975000463 , List:  1 , Reps:  1
Word:  pairwise.pairwise_distance_functions , Score:  0.0141975000463 , List:  1 , Reps:  1
Word:  linear_model.sgdclassifier , Score:  0.0140876209783 , List:  4 , Reps:  5
Word:  sklearn.linear_model.sparse , Score:  0.0140700926467 , List:  5 , Reps:  11
Word:  sklearn.feature_extraction.text.vectorizer , Score:  0.0140136534324 , List:  2 , Reps:  2
Word:  nearestneighbors.radius_neighbors_graph , Score:  0.0139904248172 , List:  3 , Reps:  3
Word:  neigh.kneighbors_graph , Score:  0.0139904248172 , List:  3 , Reps:  3
Word:  inria.fr , Score:  0.0139727168656 , List:  15 , Reps:  17
Word:  en.wikipedia.org , Score:  0.0139603784353 , List:  23 , Reps:  29
Word:  linear_model.sparse.elasticnet , Score:  0.0139510109543 , List:  2 , Reps:  2
Word:  sklearn.ensemble.randomforestclassifier , Score:  0.0139029130505 , List:  2 , Reps:  2
Word:  github.com , Score:  0.013872349902 , List:  8 , Reps:  9
Word:  sklearn.ensemble.extratreesclassifier , Score:  0.0138570325528 , List:  2 , Reps:  2
Word:  tree.ps , Score:  0.0138460767778 , List:  1 , Reps:  1
Word:  tree.png , Score:  0.0138460767778 , List:  1 , Reps:  1
Word:  np.ravel , Score:  0.0138329731874 , List:  3 , Reps:  5
Word:  ear_model.lars_path , Score:  0.0138111807924 , List:  9 , Reps:  9
Word:  dataset.target , Score:  0.0137365685365 , List:  2 , Reps:  2
Word:  tk.radiobutton , Score:  0.0137354677308 , List:  1 , Reps:  5
Word:  tk.w , Score:  0.0137354677308 , List:  1 , Reps:  5
Word:  controller.refit , Score:  0.0137354677308 , List:  1 , Reps:  5
Word:  self.contours , Score:  0.0137354677308 , List:  1 , Reps:  5
Word:  linear_model.elasticnet , Score:  0.0137196188248 , List:  3 , Reps:  3
Word:  lists.sourceforge.net , Score:  0.0135772209181 , List:  1 , Reps:  1
Word:  cross_validation.leaveplabelout , Score:  0.0134619309122 , List:  2 , Reps:  2
Word:  neighbors.neighborsclassifier , Score:  0.0134466707169 , List:  1 , Reps:  1
Word:  multiclass.predict_ecoc , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  multiclass.fit_ovr , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  multiclass.fit_ovo , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  multiclass.predict_ovo , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  multiclass.predict_ovr , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  multiclass.fit_ecoc , Score:  0.0134037101076 , List:  1 , Reps:  1
Word:  linear_model.ridgecv , Score:  0.0133918507395 , List:  5 , Reps:  5
Word:  r.v.s , Score:  0.0132764596952 , List:  1 , Reps:  1
Word:  np.abs , Score:  0.0132759329063 , List:  7 , Reps:  17
Word:  numpy.int , Score:  0.013262479667 , List:  2 , Reps:  4
Word:  mixture.dpgmm , Score:  0.0132582892645 , List:  4 , Reps:  5
Word:  sklearn.ensemble , Score:  0.0132560532737 , List:  18 , Reps:  30
Word:  sklearn.linear_model.ridge , Score:  0.0132544055952 , List:  3 , Reps:  10
Word:  sci.space , Score:  0.0132159238005 , List:  2 , Reps:  5
Word:  sklearn.utils , Score:  0.0132092396975 , List:  16 , Reps:  24
Word:  gmm.predict , Score:  0.0131722488656 , List:  1 , Reps:  1
Word:  ensemble.extratreesclassifier , Score:  0.0131017727879 , List:  2 , Reps:  2
Word:  ensemble.randomforestregressor , Score:  0.0131017727879 , List:  2 , Reps:  2
Word:  ensemble.extratreesregressor , Score:  0.0131017727879 , List:  2 , Reps:  2
